id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
34012,Stall #1 charged at 140 miles per hr.,0,0,0,0,0,0,1,0
194358,very empty lot although its just about lunch time. finally though!,0,0,1,0,0,0,0,0
175507,"Plugged in right behind the Fatburger stand. I'm only charging for a couple hours, message me if you need my spot. Thanks Fatburger and Next Level!",0,0,0,0,1,0,0,0
263997,"Yesterday from 3:10 to 4:10 no stations available.  At 4:15, one station available.

Today at 5:00 no stations available.  At 5:55 all three stations (in front) available.",0,0,1,0,0,0,0,0
228753,"EVSE installed, but not powered up or activated yet. Only Chademo connector in evse.",1,0,0,0,0,0,0,0
97179,"Charged briefly on Friday, April 11.  One of the spots was blocked by a car...there is no signage about EV parking only.  ",0,0,1,0,0,0,0,0
305463,"Here every Tuesday, remember to use you charge point app here... My car is charged and I stop it remotely, only like a $2 and change charge. If you don't it goes to like $5 because it charges you even when you are done charging ",1,0,0,1,0,0,0,0
264587,Card reader is not working,1,0,0,0,0,0,0,0
216597,http://gas2.org/2014/08/20/electric-car-etiquette-just-got-musked,0,0,0,0,1,0,0,0
230040,Not working yet. Power is on but doors for charging cords are locked. Looks like it will be a pay system but no details provided on charger.,1,0,0,0,0,0,0,0
83716,"Charged yesterday. The 4 spots furthest from the platform are open to anyone, despite most assigned spots being empty usually.   fully charged in just under 2 hours. wish they would leave the lot open on the weekends since it is a very convenient location. ",0,0,1,0,0,1,1,0
273953,Charger is working great now.,1,0,0,0,0,0,0,0
258913,wild fire dropping ash on all the new cars...and us.,0,0,0,0,0,1,0,0
47444,QC working great,1,0,0,0,0,0,0,0
233226,Prius plugin only goes 11mi (max) in ev mode and considerate owners understand that there is a hierarchy to public charging stations. ,0,0,0,0,1,0,0,0
188436,One spot iced. ,0,0,1,0,0,0,0,0
184784,Sales rep reported that a customer broke the handle in the quick charger this week.,1,0,0,0,0,0,0,0
132379,OK to unplug at 12:00 PM.,0,0,0,0,1,0,0,0
267708,CCS combo disabled,1,0,0,0,0,0,0,0
231854,"Hey, nice Tesla, guy with the gray P85D (WA #ATH7982)! If you don't plan to charge, why not park somewhere else, instead of block a marked EV spot?",0,0,1,0,1,0,0,0
293280,Silver Leaf,0,0,0,0,0,0,0,1
252405,Needed call to AVI to reboot ,1,0,0,0,0,0,0,0
188541,Great location and nice place to eat,0,0,0,0,0,1,0,0
250700,"208V x 40A, 14-50 outlet,desk clerk not aware of outlet, manager Matt allowed use.  As you walk out of lobby turn left and look for small building next to hotel that has outlet.  Parking blocked with small cones to save space.",0,0,0,0,0,1,1,0
116601,Station is a bit hard to find - look for a small Power Trip sign. What a great resource - saved us in a pinch!!,0,0,0,0,0,1,0,0
57406,Just looking,0,0,0,0,1,0,0,0
64811,2 day RV Space rental - charged no problem. Fee for day was ~$22/day. Expensive electricity but I was there for an automotive event - so it worked for me.,1,0,0,1,0,1,0,0
84261,It's a private station. Pffffff (French ),0,0,0,0,0,1,0,0
270697,"Blink Chadmo / PGE is STILL down... Reports show been down for a while, dammit. now charging at the level 2 - only 1, btw.",1,0,0,0,0,0,0,0
128781,"Dealership wanted to charge $8 per charge, that is not what nissan usa had agreed with the stealership, this dealership seem greedy to me, and not very responsive to leaf owner needs",0,0,0,1,0,0,0,1
80644,"Charged at 10:00 last night, just enough to get home. Now both  stations are available.  The small utility ev that had been parked at one of them for months has been moved to the other side of the building.  My thanks to MST  groundskeeping.",1,1,1,0,0,1,0,0
54835,Actually There are 4 charging station. Charged 8kw great. There is the old spaghetti house right around the corner.,1,0,1,0,0,1,1,0
250312,Error after a few min charging. ,1,0,0,0,0,0,0,0
223195,I've written suggesting they relocate the handicap space. Would be good if others do the same. ,0,0,0,0,0,1,0,0
246485,DCFC timed out trying to communicate with my Spark EV. L2 chargers ICE'd,1,0,1,0,0,0,0,0
178092,Took a while to find a space near a plug but I was successful!,1,0,1,0,0,0,0,0
187214,Great spot!  Love using Pay with PkugShare.  So easy. ,1,0,0,0,0,1,0,0
244391,working great!,1,0,0,0,0,0,0,0
60428,Used it on Sunday @ 4:30- 6:00PMPM.  Went well. I had an hour to kill so I charged up my Volt.  Read a book in the car becuase the Library closed at 5:00PM.     The price was $3 per session.  We'll see how it shows up on the credit Card.  ,1,0,0,1,0,1,1,0
84435,same vehicle problem for my 2013 leaf on the 440v quick charger. attached photos ahowing error.,1,0,0,0,1,0,0,1
135966,correction. neither are charging. thought blinking meant charging. come to find out it's full. the other doesn't have the light on the dash on at all.,1,0,1,0,0,0,0,0
104857,"Gajanan - you had a full charge after 2.5 hours (I doubt while shopping at Kohl's for this long), so yeah, it was ok to unplug you. Not ok to leave it sitting there for so long, taking up the spot and on the full charge... Ultimate insult.",0,0,1,0,1,0,0,0
275375,"I spoke with DWP's current maintenance contact about this charger today. They know there is an issue (missing pin from the plug) and are waiting on the vendor (Nissan I guess) to get out there to fix it.

He said this week LADWP has internal meetings to start having a dedicated person to manage maintenance for LADWP chargers, which would hopefully include a maintenance contact with Nissan so issues will be fixed more promptly.

If you do use this number, please be courteous and know that he is NOT the one fixing these issues, but he is helping coordinate maintenance and ultimately a maintenance contract with Nissan. He was very informative and I thanked him for the info!

Ruslan Sibagatullin
213 367 4850",0,0,0,0,1,0,0,0
262377,"The app says the quick charger is ""in use."" Not so. When I got there yesterday, it wouldn't activate. I called the support number and was told it was ""offline."" No info and when that would change. Ended up sitting there a lot longer than anticipated.",1,0,0,0,0,0,0,0
263304,Both L2 chargers occupied ,1,0,1,0,0,0,0,0
75446,Great place to charge,0,0,0,0,0,1,0,0
69259,Charging on my way back to Lithonia.,0,1,0,0,0,0,0,0
42620,"For instant access, either dial 1-800-663-5633 anytime <OR> visit www.semacharge.com on your smartphone.  Once completed, ask for a smart-card for future, easier access. ",1,0,0,0,1,0,0,0
28259,"A Tesla owner unplugged my charge, such ass",0,0,0,0,1,0,0,1
68718,"One Blink was functional, one was dead.  Address and map location are good.",1,0,1,0,0,1,0,0
162706,"We're sorry but our DCFC looks broken again. Now under inspection by charger provider. Thank you, -NRCSV",1,0,0,0,0,0,0,0
271379,low 5  kw all 3 seem to work ok. the one on the left has a bad touch screen but started right up after 20 seconds. ,1,1,0,0,0,0,1,0
83377,"Plugged in a black leaf , before leaving. ",0,0,0,0,1,0,0,1
192169,North facing charger works fine charges at 6.6 W,1,0,0,0,0,0,1,0
174024,"Please note, this is not a Nissan No Charge to Charge station.  You will be charged the full rate.",0,0,0,1,1,0,0,1
74071,Tesla 10 chargers now. I used the newer? pull~in forward type. 262 mi/hr. All good,0,0,0,0,0,0,1,1
226054,"My first supercharger! Coming back from Baltimore and didn't NEED to charge, but why not?! Used stall 2B and was the only Tesla there. Charged at 263 amps, 375 volts for peak of 360 miles per hour. WOW! So cool! Supercharges are basically right in front of the service center on the southbound side of 95.",1,1,0,0,0,0,1,0
60975,The #2 240V charger on the east side of garage only charged @16amps. #1 charger fine (208v/30a),1,0,0,0,0,1,1,0
206538,a little too secluded for late night charging for my taste. good location during business hours though,0,0,0,0,0,1,0,0
115489,great place to grab a charge if you are visiting the museums. about a ten min. walk away but parking is much cheaper.,0,0,0,0,0,1,0,0
156449,both QC appear to be working. charged on left one.,1,0,0,0,0,0,0,0
107854,"Peak charging power: 30 amps, 240 volts",1,0,0,0,0,0,0,0
53796,There are 4 coulomb ChargePoint J-1772 units here. Database is outdated.,1,0,1,0,0,1,0,0
176308,working great. Ben did you enable charger per the instructions? ,0,0,0,0,1,0,0,0
222446,I'm climbing around the corner while my car charges. Feel free to unplug me if you need to. :),0,0,0,0,1,0,0,0
248060,This location continues to have the overheat issue.  ,1,0,0,0,0,0,0,0
292271,"If you're in a bind, talk to a service agent and they are nice enough to give you a boost.  Can't fully charge my Fiat but they are kind enough to let me sit here so I can get back home _x1f60a_",1,1,0,0,0,0,0,1
157879,Western Minnesota road trip!,0,1,0,0,0,0,0,0
186949,"I charge here once a month or so when I take Amtrak. Generally not ICE'd, and usually in good working order. ",1,0,1,0,0,0,0,0
87354,"When I got here there was a Tesla charging. I plugged in my rav4 but after about 15 minutes I got a notification that the charge stopped. I then ran into a guy who had this station MELT the inlet on his Rav. Apparently, they then added thermal monitoring that shuts it down. So don't charge your Rav here!",1,0,0,0,0,0,0,0
193262,"Touch screens are dirty and intermittent even within the same sequence or session. Right L3 stopped at 40% and would not start again in 3 tries. L L2 buzzes all day, R L2 screen is out. What kinds of companies are these, Blink and Larry Miller Toyota, to leave their 220V and 500V equipment out of order?",1,0,0,0,0,0,0,0
304914,"Called to start the quick charger and the technician told me the charger is now off-line and they cannot even activate it by phone. I asked them to update the electronic information so people are not driving to this, thinking they will get a charge.",1,0,0,0,0,0,0,0
177626,"Charging in the rain should be more or less safe as these units have ground fault protection built-in. Still, I'm not fully comfortable doing it.",0,0,0,0,1,0,0,0
158718,Accessible 24 hours!,0,0,0,0,0,1,0,0
142573,Station #2 would not charge. Called Charge-point they said not on line yet,1,0,0,0,0,0,0,0
93953,Charging at 187 mph even with all four stations filled for Thanksgiving rush,0,0,0,0,0,0,1,0
245087,Iced,0,0,1,0,0,0,0,0
233366,"The inconciderate user finally came,  I wish everyone will wrap up the cord after  charging and remove the car on time for the next car. ",0,0,0,0,1,0,0,0
234331,"Please note this is only a 20 KW output charger due to the panel size not allowing a larger breaker. But, I am glad your Tesla is charging well with the tesla adaptor.",0,0,0,0,0,0,1,0
221816,"There is a Level 2 EV plug, just not next to the fast chargers, a few spots down from it.",1,0,0,0,0,1,0,0
280820,Charger is in the back on the further most service bay to the right on the wall just inside the bay.  Plugged in and started charging right away. ,1,0,0,0,0,1,0,0
191891,"Every Charger was Iced. I parked in the only open charger ""a reserved spot"" plugged in and paid the $2 fee. Someone came over and said you cant park there. The valet people had to move an ice so that I could park. They have 8 chargers, 7 usable, but they are all ice blocked",0,0,1,1,0,0,0,0
193241,"horrible etiquette. car is using the quick charger but the charge is done the people are nowhere to be found and it's in the locked position so I can't just unplug it and use it. USE A TIMER, COME BACK ON TIME!! Leaf, CA 7DHD824",0,0,0,0,1,0,0,0
212501,"Arrived with 189 miles left in the battery (thus, not much room to see the fast charging). Seeing 172 mi/hr charging rate on station 1B. It's a good thing Christie signed the deal letting Zero-Emissions vendors to sell direct; given how much inventory is sitting here at this sales/service location. :-D",0,0,0,0,0,0,1,0
74257,"We went to the Zoo today and fortunately there were two plugs open. But, when we returned there were regular cars parked in all the other slots except 1. I think the gas guzzlers that were parked in those spaces should be ticketed. If I needed the plug, I would have double parked in back of the car and left my telephone number on their windshield to call me when they wanted to leave. I know parking is at a premium at the zoo but come on people I know you can read!!!!!",1,0,1,0,1,1,0,0
137407,"Used left side of QC. New, easier to use CHAdeMO connectors on both sides of QC!",1,0,0,0,0,0,0,0
269572,This place needs more charging stations. The only one here is always in use.,0,0,1,0,0,0,0,0
193647,Out of Order.,1,0,0,0,0,0,0,0
58226,See http://romeoville.patch.com/articles/kohls-adding-more-electric-car-charging-stations | ,0,0,0,0,1,0,0,0
145375,"really nice folks. I recharged my motorcycle there, no cost!",1,0,0,0,0,1,0,0
150638,It's not free. They rip you off at the flight line or with tuition. :) - A former Riddle Diddle Student.,0,0,0,1,0,0,0,0
60402,Broken and missing screen,1,0,0,0,0,0,0,0
215755,Respect to the 80% etiquette rule is HIGH at this location _x1f44c_ Loooove charging here.  Thank u ,0,0,0,0,1,0,0,0
216573,Error indicator. Turned off then on and did not clear,1,0,0,0,0,0,0,0
189847,"Nice setup, all led lighting, reliable chargepoint chargers. Good signs to help you find the chargers. Well done",0,0,0,0,0,1,0,0
294773,sitting at the couches in the mall. message me if you need to reach me,0,0,0,0,1,0,0,0
177916,"Had to throw the circuit breaker on the wall to clear the alarm light, then was able to charge",1,0,0,0,0,0,0,0
135471,Charger is down.,1,0,0,0,0,0,0,0
259340,Please plug me in when available. Thanks so much. Blaise,0,0,0,0,1,0,0,0
154872,Here's to hoping the mystery box is a dual CCS/Chademo charger. My spark would love to use it! ,1,0,0,0,0,0,0,0
59568,"*Not-public, for employee or business visitor use only. | Ten level 2 j1772 and one level 3 CHAdeMO, Blink RFID card required, fee: Blink account rates, located on first floor of employee parking structure, on inside left of entrance. ",1,0,1,1,0,1,0,0
105500,Flat $2/hour. Can pay with credit card right at the machine. No charge for parking but only available 9-5pm when museum is open. Closed on Tuesdays and Christmas. 4 chargers all functional. Parking row closest to the museum in the staff parking lot,0,0,0,0,0,1,0,0
231591,SAE working perfect,1,0,0,0,0,0,0,0
138259,One charger was offline. The other couldn't read my card and couldn't process a guest code.,1,0,0,0,0,0,0,0
230161,"I added this station to Plugshare. I haven't had a chance to charge here since.  I'm glad it's available.  I will be here for an hour, thank you.",0,0,0,0,1,0,0,0
99860,L2 charge is all good,1,0,0,0,0,0,0,0
106705,Tesla Model S charges at 19mph.,0,0,0,0,0,0,1,1
261034,charging at the outlet mall but 1 mile to the casino,0,0,0,0,0,1,0,0
83397,2/5/14 stations clear of snow and light working.,0,0,0,0,1,1,0,0
294848,"Station ""offline"" and unavailable. Great! Now my mother-in-law and I are stranded. I'll never trust these guys again.",1,1,0,0,0,0,0,0
134085,Out of order. :(,1,0,0,0,0,0,0,0
305616,"Left side cannot start charging after autherized. The ""next"" button is not responding. 9/4/15",1,0,0,0,0,0,0,0
252887,Unable to charge. Power is on but unit is not active on network yet. ,1,0,0,0,0,0,0,0
299931,"Drove 60 miles here from Manassas on the assumption the charger would give us enough charge to return 60 miles. Wrong!! First time in a year of owning this Leaf where I was in a position of where I might not make it home, at least not on the schedule I planned. The Leaf is now on the 220 charger at this no-excuse Nissan dealership. Call ahead and beware I guess.",0,1,0,0,0,0,0,1
60154,"The last three times I have been here, someone is always ICE'ing one of the two chargers. Uncool. Luckily, I've been able to charge at the free one each time.",1,0,1,0,0,0,0,0
135928,$1 for a 30 minute quick charge!,0,0,0,1,0,0,1,0
111250,"Great spot for Solar Charge ....

The 100k array is laterally pumping electrons into your battery during the day.  
I paid for my first charge on the beginning  of my 210 mile return trip to Monterey.  I used the new SMUD (Sacramento) Fast SAE and Chademo.  They just charge 20 cents/kwh and still make 100% profit on the power. (about $2)  I was not required to join ""Greenlots"" but the guy on the phone was so nice I probably will since they seem about the same as Chargepoint and offer reasonable rates.  The security guard is very nice guy who ""would not really notice"" a non-employ in the L2 charge lot (20+ chargers/spots mostly empty!   There is also a L2 port at the east side of visitor lot but it is frequently used by EV employs for prime parking.
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

Other nearby Nissan Leaf dealer charge info below:

I recommend  Davis Nissan for a better sales/customer service experience.   They not only offer free Chademo but want to come out and chat EV and help you plug in.

Both Roseville Future and Elk Grove nissan must be some of the worst dealers in California.  I recommend a free L2 charge on these facilities and spreading the word about Davis Nissan.


Roseville Future and Elk Grove  Nissan dealer does not seem to want to promote EVs.  They have sold rights of the ChAdeMo fast charge over to  EVgo.  It will cost you about 10$ per 50% charge.  What a bummer for leaf buyers who bought from these dealers.  They also offer man ""plans"" like AT&T at even more cost such as the $15/month plan with $29 cancelation fee;-(((

Elk Grove :  There are also only 4 spaces for 5 charges.  I had to block the ChadeMO so I could do a free L2 charge.

The sales manger was not really interested in any of my comments for creating and supporting his leaf customers.  They did have all these ""customer appreciation event"" signs in the lobby.  I guess it must be more about training for manager;-)",0,1,0,1,0,1,0,1
305679,Finally down to 5amps ! Unusable,0,0,0,0,0,0,1,0
121609,"Updated Thursday, July 3, 2014 @ 9:45 AM EDT:

Connecticut DOT & Tesla Motors are jointly updating charging signage at the 2 Greenwich Service Plazas on the Merritt Pkwy (CT-15).  Due to high parking stall utilization at these plazas, posted stalls shall be used for SHARED parking or EV charging:  

Stalls are FIRST-COME, FIRST-SERVE; 
Vehicle may EITHER park 15 minutes OR CHARGE 45 minutes; 
Vehicle must vacate stall after EITHER park OR charge cycle is complete.

Thank you for your cooperation.  Please direct any comments or questions to:

Richard C. Hanley, P.E. 
Connecticut DOT 
Telephone: 860-594-2887 
Email: Richard.Hanley@CT.gov",0,0,0,0,0,1,0,0
214533,two charger but the connector was broke on one of them.  definatly open 24 hours,1,0,0,0,0,1,0,0
297956,"Well, things not improving at all here... People use those spots as parking and not bother to move their cars. At same time - I, who 99% of time do that after it's done, got a note that it's not nice to lock a charger (my car does it and no way I can fix it)! How about those who not bother moving a car?? They deserve a huge sign looks like.",0,0,1,0,0,0,0,0
272418,3 tesla's charging and one charging station occupied by diesel truck,0,0,1,0,0,0,0,1
236336,"Worked great, Thx AS",1,0,0,0,0,0,0,0
307746,Broken,1,0,0,0,0,0,0,0
115968,A piece on the CHAdeMO connector is reported to be broken and it may need extra care and multiple tries when plugging in. The manufacturer has been notified.,1,0,0,0,0,0,0,0
250677,Topped off on our way to Des Moines. Great restaurant/brewery! No issues charging. ,1,1,0,0,0,1,0,0
228766,"All bays are out of order, including the ones with no ""Out of Order"" sign.  Spent way too long on the phone with ChargePoint, and it doesn't sound like anything is going to be fixed anytime soon.",1,0,0,0,0,0,0,0
258334,"They replaced the broken ChargePoint station with a new Blink station.  It's 49 cents per kWh for guests, 39 for Blink members.  You can use the Blink mobile app to request a code to enter on the charging station if you don't have a Blink card.",1,0,0,1,0,0,0,0
205791,"CHAdeMO quick charger - is working
SAE Combo quick charger - unknown
J1772 standard charger - not working yet",1,0,0,0,0,0,0,0
227662,level 3 charging,1,0,0,0,0,0,0,0
157355,My 2013 leaf has very good braking after taking to dealer to reprogram braking sensitivity..  Low Center of Gravity....crucial for emergency braking and turning,0,0,0,0,0,0,0,1
130198,14-50 wouldn't charge @ more than 12 rated mph. MS alerted that wiring may be bad & reduced draw to 30 A. ,1,0,0,0,0,0,1,0
297678,Will need about 2.5 hours. Ok to unplug if you need to charge. Please just plug back in. Thanks.,0,0,0,0,1,0,0,0
77605,"As I was unplugging, noticed the sign about these no longer being free. At least today, thy still wasn't in effect, so looks like it's coming soon. ",0,0,0,1,0,1,0,0
174784,All chargers are not receiving power. The Level 2 charger has a shattered screen and the DCFC has lines going across its two touch screens. Don't expect to charge here anytime soon.,1,0,0,0,0,0,0,0
201122,Charging on the L2 in order to make it home to Amherst. This QC is very conveniently located for travel between western ma and eastern ma. I hope they can get it repaired soon. ,1,1,0,0,0,1,0,0
41653,Feel free to unplug if finished parking.  Green light flashes,1,0,0,0,1,0,0,0
216092,"This shows up as a new CCS location as of March 31, but there are no photos of anything except a 110 outlet.

Can anyone confirm if there is really DCFC at this location?",0,0,0,0,1,0,0,0
190126,Only one L2 was working and it was already occupied. ,1,0,1,0,0,0,0,0
207910,"Plug #4 was not working, so I grabbed the last open spot by the Annex. This area needs more public charging. ",1,0,0,0,0,1,0,0
238097,"Addendum to April 20, 2015 note: Charged with L2 equipment. Did not test L3. Worth noting that I did use an L3 charger that day at the Chevron station in Casa Grande. So, there are two L3 chargers between Tucson and Phoenix, the other being at this location. Note that the store closes at 8pm. but I assume that the chargers are available 24.7. I think it would be useful for Plug-In to have an info rating category regarding lighting and proximity to stores and people in the context of women being able to feel comfortable using EV charging equipment after dark. The staff at this store are pleasant and helpful.",1,0,0,0,0,1,0,0
47733,Now four chargers here.    :-) ,0,0,1,0,0,0,0,0
292586,broken,1,0,0,0,0,0,0,0
58998,had to try twice but worked perfect after that.,1,0,0,0,0,0,0,0
150215,Using the L1 port.,1,0,0,0,0,0,0,0
93483,Chargepoint $1/hr,0,0,0,1,0,0,0,0
219867,called in the left side screen faded to blue after I hit continue and tried to connect ,1,0,0,0,0,0,0,0
301699,level 3 went down at 42% charge. Salesman I talked to seemed eager to get the problem fixed. The guy that was going to get it fixed was in no hurry had to relocate to Tom woods level 3 to make the trip back home in time.,1,1,0,0,0,0,0,0
165553,I was ICE'd and had to park between spots. Contacted @GrapevinePolice via Twitter to start cracking down. ,0,0,1,0,0,1,0,0
75626,Volt not charging in spot,1,0,0,0,0,0,0,1
139386,"Fast gave a communication error message 4 times, never worked.",1,0,0,0,0,0,0,0
203078,Located across the Courtyard Marriott.  We used the bathrooms and had a cocktail in the hotel.,0,0,0,0,0,1,0,0
244463,other charger is occupied by a Fiat that is done charging,0,0,1,0,0,0,0,0
108330,"Peak charging power: 30 amps, 240 volts",1,0,0,0,0,0,0,0
266347,"wonderful oasis, only way for me to make our trip. was able charge Leaf for an hour while eating at local restaurant.",1,1,0,0,0,0,0,1
304963,Yes. They all appear to be functioning. I also checked the RFID readers and screens on the L-2s. I went up the east side of Palomar and used one DCFC on the way up and the other one on the way down. Both charged me to 80%.,1,0,0,0,0,0,0,0
188332,Nice place to charge and have a bite to eat in town (easily walkable from charging station). ,0,0,0,0,0,1,0,0
48517,"Card failed, but app worked great. ",1,0,0,0,0,0,0,0
292445,Tried charging my e-golf for the first time here around 5:45 pm on 8/18. Couldn't charge. Called support and they couldn't resolve it either. Charger kept saying plugin cable.,1,0,0,0,0,0,0,0
281574,"Semi-decent location. It's a healthy walk from Market Common (movie theater, shops, etc.) however it wasn't working. Flashing wrench icon. ",1,0,0,0,0,1,0,0
304407,A Tesla at the handicap space was charging.,0,0,0,0,1,0,0,1
237033,already in use,0,0,1,0,0,0,0,0
284517,"Thanks to Jim for being helpful!
While charging they can give you a ride in their shuttle to drop you off f.e. at the mall. Awesome!",0,0,0,0,0,1,0,0
222187,"This location is on a corporate campus (Chick-fil-A) and has restricted access, and is generally not availabel to the public.  I've changed the listing to ""restricted"".

To the first commenter who asked ""why even list it at all"", restricted sites are posted here because A) they provide accurate information to the people they are restricted to, and B) the listing acts as a placeholders so that people don't keep re-adding the listings, often with incorrect information.",0,0,0,0,0,1,0,0
203964,"last time I checked, the DC quick charger is still not functioning. inquired blink, they replied 10 days later stating that they will look into this issue.  

I also inquired to NRG eVgo to setup a DC/SAE combo here and a rep got back stating that they have something planned on already.  hope to see couple of DC Quick chargers here that's working.",1,0,0,0,0,0,0,0
231961,Anyone know if the new station is in yet?,0,0,0,0,1,0,0,0
210944,Quick charge working just had to ask to move this ugly yellow Juke first!,1,0,0,0,0,0,0,0
64778,free DC fast charge. 60kw. requires blink card. ,1,0,0,1,0,0,1,0
145533,These chargers will be offline 9/14-9/22 for the Common Ground Country Fair.  There will be 2 J1772 plugs at the Red Barn during that week.  When they have been installed I will post location on Plugshare.,0,0,1,0,1,1,0,0
208851,All NRG eVgo DC Fast Chargers are part of No Charge to Charge. We are very happy to lead the charge of a robust charging infrastructure in the Atlanta area and are completely committed to Nissan's No Charge to Charge Program.,0,0,0,1,0,0,0,0
44743,"Second time using the Tesla charger, get a 40 amp charge since I don't have twin chargers in my Tesla but it seems rated to 70 amps. ",1,0,0,0,0,0,1,1
188770,"Thank you LADWP, I was at 3% !!",0,1,0,0,0,1,0,0
214025,"5,800 watts",0,0,0,0,0,0,1,0
70541,Charged on Friday 11/15/2013  6 spots available with 1 other charging.  They charged $1.25 per hour,1,0,1,1,0,0,0,0
293656,"I have had mixed luck with this charger too -- seems to be on a sensitive break and at least once it has started just fine and then stopped well before a full charge.  Monitor closely or head on over to Redhook brewery or the Port Inn's (traffic circle) with two Tesla and one standard level 2 charger.

For other local EV Drivers, Durham, NH is hosting a National Drive Electric Week EV festival and ribbon cutting for its two new public chargers on September 20th, 2015 from 12-4PM at the Pettee Brook Municipal Lot. Come join BMW, Nissan, and what we hope are dozens of local EV owners and a lot of interested students and residents. For more information see https://driveelectricweek.org/event.php?eventid=422 or email cforcey@me.com. Organized by the Durham Energy Committee.",1,0,0,0,0,1,0,1
136388,EV friendly VA police officer tried to help get access but we found when Engineering Department is not manned the courtyard is not open for charging.,0,0,0,0,0,1,0,0
204893,"charged stopped at 18 minutes. ""Charging Error. The car detected a problem. The plug is unlocked"".  Second time happened on this Chademo Combo charger.  Anyone else get this?  I took the car to the dealer after the first time, they checked the battery and could not find anything.",1,0,0,0,0,0,0,0
290558,Broken Station. Would not let me use EZ card or credit card. ,1,0,0,0,0,0,0,0
68034,"at the main entrance.....turn at first left.....let them know that you are using the charging station...they should let you right in with a gate code...which i believe is changed daily....chargers are visible from the gate...... they are just southwest of the hotel lobby.....not the fastest chargers, but cant complain",1,0,0,0,0,1,1,0
240862,Unplugged red volt cuz it was charged and alarms went off.  Please turn off your alarms if you are going to park beyond full charge.  It's in the configuration screen. ,0,0,1,0,1,0,0,1
39900,not free anymore.  cost  me $2.80.,0,0,0,1,0,0,0,0
219537,Right most EVSE is still broken after reboot attempt. internal failure light was flashing and it wouldn't charge up my car. I left it turned off until service crew comes to fix it.,1,0,0,0,0,0,0,0
147891,"I charged here on the 15th and the 16th on my trip from Brighton to Effingham, IL. Owners helped me and couldn't have been nicer.",1,1,0,0,0,0,0,0
73507,closed for season. :-(,0,0,0,0,0,1,0,0
144750,DC Charger up and running.,1,0,0,0,0,0,0,0
207254,It doesn't matter with the signs. There's 4 gasoline cars parked here. 2 spots open for EV cars.,0,0,1,0,0,0,0,0
204967,18 mi/hr charge for Model S. Only the left station is working. Screen has been black since yesterday but the handle still releases and it delivers charge with my membership card. Right station says no network connection and that my card is not valid on that station. Mgmt says contract being finalized to activate the chargers. ,1,0,0,0,0,0,1,0
75813,"This site now requires a SemaCharge card to operate, which must be the one RFID card that I don't have.",1,0,0,0,0,0,0,0
278713,Quick Charge is out of order,1,0,0,0,0,0,0,0
79837,"After 7 hours in the car to go 15 miles in metro Atlanta's snow/ice in Jan of 2014, I was on electric ""fumes"" as I pulled in - this being my only hope to get charged enough to make the last 10 miles home. No sign of a charger. Guessing it's behind their locked gate in the back - but not accessible to the public - at least after hours. ;-(",1,1,0,0,0,1,0,0
